Experiment_ID,Protein_Name,Representative.UniProt_ID,Protein_description,Mascot_Score,SSM,UPM,SSM_used_for_quantification,Vehicle_control_.n.1.,Vehicle_control_.n.2.,Binding_of_NBF_to_fresh_beads_.n.1.,Binding_of_NBF_to_fresh_beads_.n.2.,Compound_competition.40_µM_,Compound_competition_.13.33_µM,Compound_competition_4.44_µM,Compound_competition_1.48_µM,Compound_competition_0.49_µM,Compound_competition_0.16_µM,Hill,IC50,MS1_intensity,Kdapp,ProteinType
X031299,TIMM50,Q3ZCQ8,Mitochondrial import inner membrane translocase subunit TIM50,318,11,7,7,1,1.009575,1.069065,1.323609,1.066741,0.968468,0.920924,0.931068,0.970853,0.963205,1,40,8.0014,0,Q
X031299,TCOF1,Q13428,Treacle protein,141,9,3,3,1,1.077314,1.204543,0.991162,0.765941,0.930204,1.065069,1.12792,0.842534,0.769582,0,40,6.6584,0,Q
X031299,RNPEP,Q9H4A4,Aminopeptidase B,106,3,2,2,1,1.113709,1.189756,1.108754,0.779815,1.16129,1.219338,1.336378,0.980737,0.791709,0,40,6.5467,0,Q
X031299,ECM29,Q5VYK3,Proteasome-associated protein ECM29 homolog,722,20,15,15,1,1.05151,1.102958,1.299938,1.152197,1.100519,1.063323,1.098781,1.077228,1.141561,0,40,6.9365,0,Q
X031299,ERCC2,P18074,TFIIH basal transcription factor complex helicase XPD subunit,196,6,4,4,1,1.069423,1.077698,1.378284,1.091446,1.139004,1.024478,1.095176,1.02879,1.062948,0,40,6.9415,0,P
X031299,SESTD1,Q86VW0,SEC14 domain and spectrin repeat-containing protein 1,386,13,7,7,1,0.848574,0.841567,0.964808,0.914879,0.838201,0.868525,0.794301,0.891583,0.874142,1,40,7.5427,0,Q
X031299,RNF216,Q9NWF9,E3 ubiquitin-protein ligase RNF216,175,6,4,4,1,1.03745,1.040327,1.290074,1.127133,1.006783,0.906428,0.955607,1.050075,1.218058,0,40,6.7387,0,Q
X031299,ANKRD50,Q9ULJ7,Ankyrin repeat domain-containing protein 50,193,7,4,4,1,1.001435,1.103913,1.281868,1.108983,1.10059,1.034125,0.986701,1.053389,1.124071,1,40,6.6553,0,Q
X031299,N4BP2L2,Q92802,NEDD4-binding protein 2-like 2,99,5,3,3,1,0.888586,0.919834,1.140736,1.061811,0.983931,0.885227,0.88551,1.020697,0.971201,1,40,6501,0,Q
X031299,GOSR1,O95249,Golgi SNAP receptor complex member 1,62,2,2,2,1,1.113328,1.177705,1.098019,1.186414,1.171522,1.266312,1.070472,1.03861,1.132773,0,40,6.2934,0,O
X031299,SCRIB,Q14160,Protein scribble homolog,148,7,2,2,1,1.037945,1.07816,1.170959,0.996357,1.029842,0.947841,1.14401,1.067471,1.111151,1,40,6.5526,0,Q
X031299,USP7,Q93009,Ubiquitin carboxyl-terminal hydrolase 7,266,12,4,4,1,1.174337,1.470096,1.177919,0.839995,1.200268,1.112438,1.454571,1.108339,0.836343,0.5,40,6.3905,0,Q
X031299,USP9X,Q93008,Probable ubiquitin carboxyl-terminal hydrolase FAF-X,1206,37,22,22,1,1.020071,1.021612,1.290932,1.081803,1.058444,1.000273,0.969422,1.066518,1.064657,0,40,7026,0,Q
X031299,U2AF2,P26368,Splicing factor U2AF 65 kDa subunit,421,13,9,9,1,0.889387,1.022561,1.172539,0.837747,0.909929,0.872757,0.948401,0.804247,0.820379,0,40,7.8133,0,P
X031299,SMARCC2,Q8TAQ2,SWI/SNF complex subunit SMARCC2,200,9,3,3,1,0.97283,1.084024,1.109866,0.897229,0.930898,1.052574,1.017061,0.801781,0.766986,0,40,6.7121,0,Q
X031299,CRNKL1,Q9BZJ0,Crooked neck-like protein 1,111,5,2,2,1,1.001489,1.271036,1.378335,1.10663,1.062627,1.257701,1.222008,1.211709,0.994745,0,40,6.6785,0,Q
X031299,ESYT1,Q9BSJ8,Extended synaptotagmin-1,283,14,5,5,1,1.234057,1.29721,1.300111,1.037721,1.104617,1.163153,1.267063,1.10787,1.024921,0,40,6.5313,0,Q
X031299,TUBGCP2,Q9BSJ2,Gamma-tubulin complex component 2,330,13,7,7,1,1.095636,1.153981,1.373617,1.206468,1.203934,1.093334,1.112936,1.158401,1.173482,0,40,7.1009,0,Q
X031299,PFKL,P17858,"ATP-dependent 6-phosphofructokinase, liver type",618,22,13,15,1,0.987688,1.064669,1.327449,1.124578,1.023747,0.954405,0.912675,1.047216,1.067083,0,40,7.7517,0,P
X031299,AAAS,Q9NRG9,Aladin,152,3,3,3,1,1.107438,1.150351,1.317944,1.230349,1.147888,1.061262,1.072692,1.033506,1.064437,0,40,6.5318,0,Q
X031299,KIF11,P52732,Kinesin-like protein KIF11,158,6,3,3,1,1.140494,1.272679,1.440311,1.270793,1.337524,1.157658,1.226448,1.257958,1.173744,0,40,6.19,0,P
X031299,FLII,Q13045,Protein flightless-1 homolog,538,17,9,9,1,0.96681,1.195985,1.199874,0.962477,1.01133,1.003708,1.097062,1.032869,1.001303,0,40,7.1736,0,Q
X031299,HCFC1,P51610,Host cell factor 1,159,7,5,5,1,1.095085,1.230921,1.151225,0.929614,1.10623,1.07271,1.258215,1.069697,1.008411,0,40,6.7951,0,P
X031299,RAB11B,Q15907,Ras-related protein Rab-11B,226,5,5,5,1,1.330175,1.500142,1.113334,0.935796,1.268726,1.393356,1.737542,1.005674,0.995327,0,40,7.3059,0,Q
X031299,TAOK2,Q9UL54,Serine/threonine-protein kinase TAO2,83,4,2,3,1,0.917474,1.040426,1.199994,0.992345,1.026027,0.983883,0.959512,1.014437,1.035449,1,40,6.9501,0,Q
X031299,TRMT1,Q9NXH9,tRNA (guanine(26)-N(2))-dimethyltransferase,128,4,2,2,1,1.197955,1.220882,1.290874,1.075409,1.334583,1.188817,1.262819,1.143212,0.970537,0,40,6.4648,0,Q
X031299,IPO9,Q96P70,Importin-9,499,12,10,10,1,1.026143,1.089125,1.372827,1.125226,1.045899,1.033618,0.998486,1.017368,1.016032,0,40,7.5796,0,Q
X031299,ATP5L,O75964,"ATP synthase subunit g, mitochondrial",84,2,2,2,1,1.135966,1.412187,1.336151,1.103306,1.078173,1.205802,1.438193,1.082911,1.105332,0,40,7.0358,0,O
X031299,TRIO,O75962,Triple functional domain protein,125,12,2,2,1,1.165456,1.238206,1.45835,1.327808,1.264017,1.079485,1.163733,1.197674,1.025651,0,40,6.9152,0,O
X031299,FBL,P22087,rRNA 2'-O-methyltransferase fibrillarin,99,5,2,2,1,0.904516,1.272511,1.404304,0.885466,1.331783,1.088292,1.122841,0.851705,1.148832,1,40,6.9268,0,P
X031299,FTSJ1,Q9UET6,Putative tRNA (cytidine(32)/guanosine(34)-2'-O)-methyltransferase,152,6,2,2,1,0.87784,1.078087,1.298612,1.171434,1.146787,0.864688,0.806203,1.208667,1.037695,0,40,7.2421,0,Q
X031299,DNAJB1,P25685,DnaJ homolog subfamily B member 1,219,7,6,6,1,1.306233,1.594672,1.346658,0.991881,1.245858,1.40808,1.574799,1.10151,1.007506,1.61,40,6.9747,0,P
X031299,ASAH1,Q13510,Acid ceramidase,154,7,3,3,1,1.025891,1.107247,1.35042,1.019178,1.122039,1.080829,0.980068,1.102684,1.01887,0,40,7.1664,0,Q
X031299,MSTO1,Q9BUK6,Protein misato homolog 1,348,9,8,8,1,1.065746,1.157163,1.420862,1.204078,1.08155,1.104003,1.062497,1.084952,1.075062,0,40,7.1396,0,Q
X031299,DNM1L,O00429,Dynamin-1-like protein,161,7,4,4,1,1.22142,1.355459,1.279234,1.014623,1.321036,1.331422,1.561389,1.081657,1.044981,0,40,6.7679,0,O
X031299,SUCLA2,Q9P2R7,"Succinate--CoA ligase [ADP-forming] subunit beta, mitochondrial",316,8,6,6,1,1.049602,1.136844,1.35259,1.064617,1.068329,1.062014,1.012497,1.03386,0.996253,0,40,7.0374,0,Q
X031299,44815,Q9NVA2,Septin-11,142,4,3,3,1,1.099845,1.305961,1.129116,0.914497,1.101459,1.17038,1.400543,0.920379,0.878026,1.57,40,6.4832,0,Q
X031299,YARS,P54577,"Tyrosine--tRNA ligase, cytoplasmic",1046,31,22,22,1,1.091321,1.236029,1.195351,0.888915,1.078784,1.121716,1.157679,0.920006,0.876154,1,40,7.6924,0,P
X031299,KPNA1,P52294,Importin subunit alpha-5,227,7,5,5,1,1.137659,1.146897,1.387394,1.284331,1.158832,1.127235,1.098208,1.080057,1.145766,0,40,7.2116,0,P
X031299,GNL3,Q9BVP2,Guanine nucleotide-binding protein-like 3,144,7,4,4,1,0.840228,1.015276,1.092018,1.074508,1.033671,1.006814,1.018807,1.013569,0.977518,0,40,6.3852,0,Q
X031299,PACSIN2,Q9UNF0,Protein kinase C and casein kinase substrate in neurons protein 2,92,4,2,2,1,1.408878,1.642527,1.45402,1.026919,1.467665,1.555303,1.660655,1.122421,1.301697,0,40,6412,0,Q
X031299,IKBKAP,O95163,Elongator complex protein 1,588,14,9,9,1,1.068034,1.212277,1.307406,1.110457,1.137357,1.072652,1.107036,1.008088,1.068111,0,40,6.8559,0,O
X031299,SLC16A1,P53985,Monocarboxylate transporter 1,317,10,4,4,1,0.995955,1.173155,1.247866,1.02903,0.977931,1.090139,1.021876,0.99,0.947469,0,40,7.3179,0,P
X031299,CPNE1,Q99829,Copine-1,161,6,3,3,1,1.029619,1.149888,1.19889,0.936115,1.041672,1.078041,1.063203,0.951329,0.987931,1,40,7.0259,0,Q
X031299,CIB1,Q99828,Calcium and integrin-binding protein 1,201,6,2,2,1,0.922788,0.99641,1.210301,1.038739,0.8998,0.943856,0.862907,1.076181,1.004463,1,40,7.2782,0,Q
X031299,SRI,P30626,Sorcin,114,3,3,3,1,1.123459,1.275187,1.308907,1.308121,1.106244,1.096311,1.023225,1.239761,1.231979,0,40,7.1407,0,P
X031299,EIF2B4,Q9UI10,Translation initiation factor eIF-2B subunit delta,112,3,2,2,1,1.03917,1.184364,1.338705,1.337884,1.299467,1.164856,1.303828,1.183524,1.017369,0,40,6.8377,0,Q
X031299,PSMD4,P55036,26S proteasome non-ATPase regulatory subunit 4,117,4,3,3,1,1.27727,1.340175,1.28385,1.256399,1.361235,1.214264,1.356103,1.143628,1.1707,0,40,6.8514,0,P
X031299,RPS13,P62277,40S ribosomal protein S13,175,8,3,3,1,1.037807,1.203611,1.288304,1.309017,1.224535,1.19349,1.074189,0.982322,1.038667,0,40,6.7614,0,P
X031299,RPS29,P62273,40S ribosomal protein S29,39,2,2,2,1,1.339556,1.32119,1.251877,1.206973,1.213194,1.10998,0.990175,1.151531,1.205487,0,40,6.4784,0,P
X031299,CDR2,Q01850,Cerebellar degeneration-related protein 2,291,8,6,6,1,0.917234,0.946462,1.320885,1.216306,1.037499,0.935678,0.922573,1.155769,1.183068,0,40,6.9774,0,Q
X031299,TAF6,P49848,Transcription initiation factor TFIID subunit 6,232,6,3,3,1,1.010425,1.136411,1.283906,1.04357,1.108305,1.054368,1.2139,1.106135,0.974746,0,40,6.4965,0,P
X031299,PRMT6,Q96LA8,Protein arginine N-methyltransferase 6,64,2,2,2,1,0.994597,0.997255,1.289253,1.071093,0.959499,0.905798,0.954772,1.010969,1.035166,0,40,6.6161,0,Q
X031299,SRPK1,Q96SB4,SRSF protein kinase 1,96,2,2,2,1,1.074397,1.179405,1.285794,1.024465,1.079555,1.118987,1.121454,1.016328,0.922213,0,40,6.4966,0,Q
X031299,EXOSC8,Q96B26,Exosome complex component RRP43,151,6,2,2,1,1.035934,1.163492,1.219824,0.880786,0.970557,1.149701,1.161184,0.996691,1.026358,1,40,6.6142,0,Q
X031299,EIF3K,Q9UBQ5,Eukaryotic translation initiation factor 3 subunit K,207,6,3,3,1,1.158413,1.236769,1.358088,1.071362,1.152009,1.152452,1.087621,1.024136,0.915344,0,40,7.2402,0,Q
X031299,VPS29,Q9UBQ0,Vacuolar protein sorting-associated protein 29,155,5,3,4,1,1.403214,1.710157,1.281187,1.035559,1.405658,1.587407,1.785299,1.137818,1.13561,0,40,6.3895,0,Q
X031299,CALML5,Q9NZT1,Calmodulin-like protein 5,84,4,2,2,1,0.892653,0.933713,0.958015,0.809298,0.664497,0.856602,0.740528,0.757596,0.955023,1,40,7804,0,Q
X031299,CBWD2,Q8IUF1,COBW domain-containing protein 2,250,6,4,4,1,0.930759,1.065294,1.294687,1.083851,1.050269,0.961664,0.937915,1.019389,1.038944,0,40,7.1746,0,Q
X031299,DHX32,Q7L7V1,Putative pre-mRNA-splicing factor ATP-dependent RNA helicase DHX32,429,14,9,9,1,0.990323,1.004135,1.303216,1.203164,1.092231,1.057718,0.94878,1.096412,1.107122,0,40,7.4232,0,Q
X031299,PSMD13,Q9UNM6,26S proteasome non-ATPase regulatory subunit 13,512,13,9,9,1,0.989255,1.038559,1.174427,0.956792,0.950748,0.968734,0.988978,0.87966,0.875543,1,40,7.7306,0,Q
X031299,SLC39A14,Q15043,Zinc transporter ZIP14,97,2,2,2,1,0.984157,1.08309,1.19269,1.012801,0.937351,0.998677,0.982282,0.99883,0.952582,1.31,40,7.2274,0,Q
X031299,MAP2K3,P46734,Dual specificity mitogen-activated protein kinase kinase 3,158,5,2,2,1,0.9677,0.924136,1.175239,0.909265,0.933424,0.966769,0.98719,0.966048,0.933584,1.46,40,7.0167,0,P
X031299,SURF4,O15260,Surfeit locus protein 4,124,6,3,5,1,0.881331,0.844516,1.276608,0.978335,1.068938,1.044604,0.967768,1.131796,1.184233,0,40,7.0187,0,O
X031299,POLR2E,P19388,"DNA-directed RNA polymerases I, II, and III subunit RPABC1",90,3,2,2,1,1.32249,1.427191,1.477118,1.174621,1.330734,1.381877,1.331422,1.143403,1.194592,0,40,7.0043,0,P
X031299,DDX1,Q92499,ATP-dependent RNA helicase DDX1,293,7,5,5,1,1.038679,1.080113,1.182383,1.005866,1.001931,0.979132,1.080317,0.956245,0.987267,2.12,40,7.1219,0,Q
X031299,MDN1,Q9NU22,Midasin,1735,58,31,31,1,0.975722,1.099032,1.306733,1.074059,1.105479,1.030945,0.988179,1.091022,1.104626,0,40,6.9917,0,Q
X031299,PSPC1,Q8WXF1,Paraspeckle component 1,112,4,2,2,1,1.388531,1.4194,1.224833,0.920565,1.132543,1.337862,1.456011,0.978122,1.034493,0,40,6.8079,0,Q
X031299,BRAF,P15056,Serine/threonine-protein kinase B-raf,134,4,2,2,1,0.86307,1.01964,0.97535,0.980809,0.992307,1.004926,0.933515,1.040582,0.940536,0,40,6.4105,0,P
X031299,ESRP1,Q6NXG1,Epithelial splicing regulatory protein 1,189,7,4,4,1,1.074923,1.276874,1.265618,1.015048,1.096242,1.034792,1.170068,0.984582,1.048275,1,40,6.9418,0,Q
X031299,NFS1,Q9Y697,"Cysteine desulfurase, mitochondrial",313,11,7,7,1,0.905569,0.9796,1.153223,0.943697,0.917428,0.881379,0.89991,0.937338,0.918193,1,40,7.1762,0,Q
X031299,SF3B1,O75533,Splicing factor 3B subunit 1,1254,38,20,22,1,0.990583,1.141238,1.226663,0.971433,1.017701,1.016779,1.062696,0.958314,0.935069,0,40,7.6119,0,O
X031299,EED,O75530,Polycomb protein EED,98,3,3,3,1,1.000103,1.143124,1.275884,1.10114,1.013463,1.0509,1.137536,0.960387,0.992639,0,40,6.6382,0,O
X031299,FAAP100,Q0VG06,Fanconi anemia core complex-associated protein 100,184,6,3,3,1,0.905881,0.933283,1.219155,1.00716,1.040855,0.928923,0.865257,0.98652,1.00505,1,40,6.8059,0,Q
X031299,NUP37,Q8NFH4,Nucleoporin Nup37,273,8,5,5,1,0.970893,1.054441,1.277991,1.112549,1.034951,0.967362,1.054634,1.114712,1.012819,0,40,7.2275,0,Q
X031299,U2AF1L5,P0DN76,Splicing factor U2AF 35 kDa subunit-like protein,160,4,3,3,1,0.948433,1.07633,1.159968,0.900173,1.040678,1.014941,0.972911,0.796368,0.851065,0,40,7.5628,0,P
X031299,MYL6,P60660,Myosin light polypeptide 6,265,8,6,7,1,1.131468,1.259054,1.298935,1.119907,1.063554,1.02258,1.008236,1.107053,0.996512,0,40,7891,0,P
X031299,PGRMC1,O00264,Membrane-associated progesterone receptor component 1,134,5,2,2,1,0.910722,0.983304,1.384408,1.171203,1.187416,1.082814,0.930978,1.36134,1.208431,1.91,40,7.4162,0,O
X031299,ABCE1,P61221,ATP-binding cassette sub-family E member 1,359,15,6,7,1,1.202853,1.313564,1.199732,0.995002,1.256207,1.3131,1.447883,0.996175,0.958873,1,40,7.0374,0,P
X031299,SCFD1,Q8WVM8,Sec1 family domain-containing protein 1,378,12,4,4,1,1.191189,1.218027,1.312306,1.139195,1.171537,1.094811,1.171952,1.120706,1.185027,0,40,6.7164,0,Q
X031299,PCGF2,P35227,Polycomb group RING finger protein 2,83,4,2,2,1,0.912749,1.060171,1.311081,1.312587,1.192884,1.006784,1.079636,0.860202,1.028518,0,40,6747,0,P
X031299,CTNNB1,P35222,Catenin beta-1,531,16,10,10,1,0.975868,1.068242,1.277332,1.017699,1.002272,0.974743,0.944653,0.967875,0.974406,0,40,7.6591,0,P
X031299,CTNNA1,P35221,Catenin alpha-1,731,23,13,13,1,1.035003,1.109976,1.208768,1.101282,0.989738,1.026199,1.046202,1.023817,1.010821,1,40,7.4609,0,P
X031299,RPS6KA4,O75676,Ribosomal protein S6 kinase alpha-4,138,8,2,2,1,1.367231,1.486057,1.432155,1.221371,1.344261,1.369175,1.338615,1.283277,1.100075,0,40,6.3637,0,O
X031299,SNX14,Q9Y5W7,Sorting nexin-14,134,6,2,2,1,0.945987,0.966091,1.299683,1.242137,1.136999,0.927835,0.841358,1.060798,1.23175,0,40,6.3288,0,Q
X031299,RPN2,P04844,Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 2,479,12,10,11,1,1.09638,1.102885,1.342606,1.021791,1.019656,1.10729,1.154375,0.999977,0.933347,0,40,7.5761,0,P
X031299,BRAP,Q7Z569,BRCA1-associated protein,323,11,6,6,1,1.004116,1.012659,1.239446,1.079549,0.93669,0.945049,0.922032,1.030814,0.970182,1,40,6.8776,0,Q
X031299,MRPL22,Q9NWU5,"39S ribosomal protein L22, mitochondrial",83,2,2,2,1,1.065198,0.955511,1.129491,0.85066,1.037669,1.101109,1.186755,0.830553,0.892303,1.26,40,6.3677,0,Q
X031299,GID8,Q9NWU2,Glucose-induced degradation protein 8 homolog,53,3,2,2,1,0.849289,0.908337,1.078634,1.035441,0.987768,1.005949,0.917995,0.885624,0.966315,0,40,6.7199,0,Q
X031299,ALDH1A3,P47895,Aldehyde dehydrogenase family 1 member A3,299,9,5,5,1,1.096818,1.220708,1.245108,0.966445,1.111691,1.110588,1.118789,1.026875,0.996426,1,40,7.2355,0,P
X031299,QARS,P47897,Glutamine--tRNA ligase,569,22,10,10,1,1.008268,1.10285,1.21084,0.986773,1.015906,1.01938,1.004188,0.985461,0.946898,0,40,7.4897,0,P
X031299,TRIOBP,Q9H2D6,TRIO and F-actin-binding protein,347,13,7,7,1,0.95446,1.02914,1.259736,1.040522,1.014686,0.951144,0.946729,1.007329,1.066485,0,40,7.1945,0,Q
X031299,MRPL4,Q9BYD3,"39S ribosomal protein L4, mitochondrial",86,4,2,2,1,1.096026,1.09582,1.430701,1.109199,1.30108,1.094655,1.070015,0.959933,1.132344,0,40,6.6985,0,Q
X031299,MRPL13,Q9BYD1,"39S ribosomal protein L13, mitochondrial",144,6,3,3,1,1.116209,1.256841,1.400989,1.190957,1.238494,1.191287,1.145141,1.052237,1.110976,0,40,6.7074,0,Q
X031299,MOB1B,Q7L9L4,MOB kinase activator 1B,112,2,2,2,1,1.192257,1.19024,1.14441,0.831324,1.359959,1.324994,1.560814,0.847257,0.891462,0,40,6594,0,Q
X031299,GBA,P04062,Glucosylceramidase,149,5,3,3,1,0.85499,1.245805,1.080959,1.01394,0.980966,0.987723,0.853793,1.001376,1.061873,1,40,6.5241,0,P
X031299,FUCA1,P04066,Tissue alpha-L-fucosidase,117,4,3,3,1,0.870617,0.944668,1.103188,1.137469,1.003072,1.002791,1.018162,0.964655,0.864055,0,40,6.3805,0,P
X031299,SLC25A22,Q9H936,Mitochondrial glutamate carrier 1,281,6,6,6,1,1.023707,1.188093,1.478152,1.119035,1.178668,1.154103,1.071076,1.050947,1.102097,0,40,7.3647,0,Q
X031299,PSTPIP2,Q9H939,Proline-serine-threonine phosphatase-interacting protein 2,57,5,2,2,1,1.22746,1.281793,1.190366,1.054137,1.159427,1.047851,1.248829,1.25508,1.146576,0,40,6.7082,0,Q
X031299,TRIM72,Q6ZMU5,Tripartite motif-containing protein 72,107,3,2,2,1,1.243966,1.480485,1.233256,1.000982,1.177341,1.235102,1.590429,1.082003,1.081822,1,40,6.8131,0,Q
X031299,GFPT1,Q06210,Glutamine--fructose-6-phosphate aminotransferase [isomerizing] 1,397,16,7,7,1,1.133295,1.223202,1.249739,0.877521,1.118719,1.162954,1.273173,0.914668,0.951288,0,40,6.7165,0,Q
X031299,TPR,P12270,Nucleoprotein TPR,2505,78,43,43,1,0.908864,1.075723,1.131038,0.900886,0.954606,0.945738,0.965317,0.920737,0.854208,1,40,7.4371,0,P
X031299,CUL3,Q13618,Cullin-3,217,9,5,5,1,1.08024,1.082761,1.203167,0.98143,1.147252,1.044491,1.129971,1.063476,1.000486,1,40,6779,0,Q
X031299,CUL4A,Q13619,Cullin-4A,233,11,3,3,1,1.107246,1.14807,1.293034,1.037178,1.081377,1.032419,1.072291,1.064618,1.116924,0,40,6.3732,0,Q
X031299,CUL1,Q13616,Cullin-1,435,14,7,7,1,1.183708,1.248928,1.225859,0.988606,1.174134,1.19424,1.186046,1.008844,1.027118,0,40,6.8227,0,Q
X031299,CUL2,Q13617,Cullin-2,257,9,4,4,1,1.056436,1.204103,1.246189,0.903149,1.025176,1.121004,1.104805,1.029676,0.955031,1,40,6.9237,0,Q
X031299,SLC25A1,P53007,"Tricarboxylate transport protein, mitochondrial",86,2,2,2,1,1.110479,1.201952,1.57211,1.207085,1.207557,1.061543,1.110778,1.100194,1.228137,0,40,7.0495,0,P
X031299,SIN3A,Q96ST3,Paired amphipathic helix protein Sin3a,101,9,2,2,1,1.158389,1.365158,1.257367,1.028912,1.224728,1.153518,1.209971,1.110542,0.9898,0,40,6.4151,0,Q
X031299,GNE,Q9Y223,Bifunctional UDP-N-acetylglucosamine 2-epimerase/N-acetylmannosamine kinase,112,3,2,2,1,1.013095,1.122099,1.118446,0.976932,0.914415,1.022953,1.018626,0.951423,0.950797,1,40,6.4014,0,Q
X031299,ERLIN1,O75477,Erlin-1,298,8,3,3,1,0.89348,1.008633,1.216073,0.948723,0.904941,0.857271,0.897382,0.894596,0.923918,1,40,6.5605,0,O
X031299,PSIP1,O75475,PC4 and SFRS1-interacting protein,75,4,2,2,1,0.998279,1.150198,0.90552,0.634168,0.942291,0.920362,1.096461,0.807192,0.777531,1.9,40,6.2546,0,O
X031299,LRBA,P50851,Lipopolysaccharide-responsive and beige-like anchor protein,954,30,19,19,1,1.062481,1.137283,1.263518,1.018157,1.103688,1.058958,1.067303,1.0464,1.039302,0,40,7.0625,0,P
X031299,CSTF1,Q05048,Cleavage stimulation factor subunit 1,292,9,4,4,1,1.02464,1.0228,1.103165,0.980241,1.131761,1.068569,0.954519,943,1.018379,1,40,7.5503,0,Q
X031299,FANCI,Q9NVI1,Fanconi anemia group I protein,465,13,8,9,1,1.045816,1.152946,1.401487,1.122582,1.173265,1.067243,1.124358,1.040054,1.141871,0,40,6.7351,0,Q
X031299,IFT74,Q96LB3,Intraflagellar transport protein 74 homolog,136,5,4,4,1,0.976674,0.682606,0.702733,1.078497,1.033481,1.262919,0.9053,1.163138,1.040097,1,40,6.7747,0,Q
X031299,MYO1C,O00159,Unconventional myosin-Ic,178,8,3,3,1,0.926162,1.033065,1.121239,0.990631,0.965259,0.972139,1.004475,0.912286,0.899012,2.39,40,7.0055,0,O
X031299,RCCD1,A6NED2,RCC1 domain-containing protein 1,146,3,3,3,1,0.848397,0.985512,1.105725,0.873235,0.787546,0.946022,0.786871,0.921355,0.942776,1,40,6482,0,A
X031299,AGPS,O00116,"Alkyldihydroxyacetonephosphate synthase, peroxisomal",657,17,9,10,1,1.07627,1.167332,1.401543,1.274336,1.254902,1.135244,1.089613,1.11068,1.127525,0,40,7.4273,0,O
X031299,NBEAL2,Q6ZNJ1,Neurobeachin-like protein 2,339,14,5,5,1,0.986468,1.05059,1.287776,1.067415,1.139835,1.031982,1.036188,1.150474,1.148954,0,40,6.8212,0,Q
X031299,PHKA1,P46020,"Phosphorylase b kinase regulatory subunit alpha, skeletal muscle isoform",371,13,4,4,1,0.985673,0.987309,1.252086,1.071604,1.039303,0.92476,0.933427,1.00928,1.075334,1,40,6.6368,0,P
X031299,INTS10,Q9NVR2,Integrator complex subunit 10,468,16,9,9,1,1.002468,1.075844,1.368975,1.094041,1.101616,1.034851,0.970652,1.136617,1.102084,0,40,6.9138,0,Q
X031299,PRKCSH,P14314,Glucosidase 2 subunit beta,266,7,4,4,1,1.397763,1.678755,1.102899,0.795153,1.37342,1.52352,1.917092,0.939943,0.879619,0,40,7.1023,0,P
X031299,RAI14,Q9P0K7,Ankycorbin,422,14,8,8,1,0.902561,1.006819,1.167938,0.909289,0.892838,0.918025,0.862641,0.927925,0.93674,1,40,6.6885,0,Q
X031299,TBC1D8B,Q0IIM8,TBC1 domain family member 8B,282,14,5,5,1,0.995268,1.013803,1.309454,1.054907,1.011105,0.974572,0.954191,1.030116,1.070322,1,40,6.8797,0,Q
X031299,MVP,Q14764,Major vault protein,438,12,7,7,1,0.998421,1.123564,1.142241,1.048998,1.056072,1.048507,1.051047,1.01303,1.000043,0,40,6.6399,0,Q
X031299,THOC1,Q96FV9,THO complex subunit 1,145,5,2,2,1,0.965128,1.059168,1.197555,0.972727,0.929417,0.892711,1.006678,1.053427,0.899089,0,40,6.4521,0,Q
X031299,HARS2,P49590,"Probable histidine--tRNA ligase, mitochondrial",252,7,5,5,1,1.054623,1.144661,1.227476,1.117941,1.132333,1.057572,1.065004,1.137468,1.053131,0,40,6.9907,0,P
X031299,CSTF2,P33240,Cleavage stimulation factor subunit 2,188,5,2,2,1,0.999374,1.131126,1.157366,0.966892,0.953619,0.937521,1.02512,0.970584,0.961788,0,40,6.7757,0,P
X031299,NME7,Q9Y5B8,Nucleoside diphosphate kinase 7,122,7,2,2,1,0.967448,1.029741,1.255572,1.062748,1.135911,1.147534,1.044225,1.153443,1.101163,0,40,7.2007,0,Q
X031299,MON2,Q7Z3U7,Protein MON2 homolog,501,15,9,9,1,1.009586,1.058685,1.156573,1.022703,0.996112,1.053678,1.011847,0.958477,0.998348,0,40,6.9267,0,Q
X031299,G6PD,P11413,Glucose-6-phosphate 1-dehydrogenase,216,10,5,5,1,1.316605,1.502571,1.223476,0.906863,1.264513,1.253577,1.489073,1.022561,0.935949,0,40,6.9634,0,P
X031299,ATP5I,P56385,"ATP synthase subunit e, mitochondrial",110,5,4,4,1,1.016161,1.204755,1.134371,1.070026,1.051162,1.063812,1.021763,0.922395,1.070139,0,40,7.3141,0,P
X031299,AP1G2,O75843,AP-1 complex subunit gamma-like 2,193,5,3,3,1,0.908628,1.032672,1.288754,1.082354,1.200315,1.190549,0.999544,1.001704,1.088202,0,40,6.2488,0,O
X031299,RAB3B,P20337,Ras-related protein Rab-3B,169,4,2,2,1,1.201962,1.274734,1.250609,0.923347,1.21964,1.273024,1.410831,0.947066,1.065012,0,40,6.8171,0,P
X031299,RNF40,O75150,E3 ubiquitin-protein ligase BRE1B,171,5,2,2,1,1.178974,1.229074,1.238551,0.911777,0.939711,1.117094,1.102903,0.928239,0.81181,0,40,6.3537,0,O
X031299,CLUH,O75153,Clustered mitochondria protein homolog,645,22,14,14,1,1.045226,1.141694,1.204171,0.971454,1.039671,1.047433,1.112524,1.019201,0.955232,1,40,7275,0,O
